Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,LOYALTEX,514036,E,LOYAL TEXTILE MILLS LTD.,LOYALTEX,1,0.05,LOYALTEX
BSE,bse_cm,HIMATSEIDE,514043,E,HIMATSINGKA SEIDE LTD.,HIMATSEIDE,1,0.05,HIMATSEIDE
BSE,bse_cm,BSL,514045,E,BSL LTD.,BSL,1,0.05,BSL
BSE,bse_cm,MARKOBENZ,514060,E,MARKOBENZ VENTURES LIMITED,MARKOBENZ,1,0.01,MARKOBENZ
BSE,bse_cm,PBMPOLY,514087,E,PBM POLYTEX LTD.,PBMPOLY,1,0.01,PBMPOLY
BSE,bse_cm,ADINATH,514113,E,ADINATH TEXTILES LTD.,ADINATH,1,0.01,ADINATH
BSE,bse_cm,KONARKSY,514128,E,KONARK SYNTHETIC LTD.,KONARKSY,1,0.01,KONARKSY
BSE,bse_cm,SURYALA,514138,E,SURYALATA SPINNING MILLS LTD.,SURYALA,1,0.05,SURYALA
BSE,bse_cm,SURYVANSP,514140,E,SURYAVANSHI SPINNING MILLS LTD,SURYVANSP,1,0.01,SURYVANSP
BSE,bse_cm,TTL,514142,E,T T LTD.,TTL,1,0.01,TTL
BSE,bse_cm,WELSPUNLIV,514162,E,WELSPUN LIVING LIMITED,WELSPUNLIV,1,0.05,WELSPUNLIV
BSE,bse_cm,INDIANACRY,514165,E,INDIAN ACRYLICS LTD.,INDIANACRY,1,0.01,INDIANACRY
BSE,bse_cm,GANECOS,514167,E,GANESHA ECOSPHERE LTD.,GANECOS,1,0.05,GANECOS
BSE,bse_cm,CEETAIN,514171,E,CEETA INDUSTRIES LTD.,CEETAIN,1,0.01,CEETAIN
BSE,bse_cm,VARDMNPOLY,514175,E,VARDHMAN POLYTEX LTD.,VARDMNPOLY,1,0.01,VARDMNPOLY
BSE,bse_cm,RISHYRN,514177,E,RISHAB SPECIAL YARNS LTD.,RISHYRN,100,0.01,RISHYRN
BSE,bse_cm,BLACKROSE,514183,E,BLACK ROSE INDUSTRIES LTD.,BLACKROSE,1,0.01,BLACKROSE
BSE,bse_cm,STCORP,514197,E,S&T CORPORATION LTD.,STCORP,1,0.01,STCORP
BSE,bse_cm,KLIFESTYL,514221,E,K-LIFESTYLE & INDUSTRIES LIMIT,KLIFESTYL,1,0.01,KLIFESTYL
BSE,bse_cm,RAMGOPOLY,514223,E,RAMGOPAL POLYTEX LTD.,RAMGOPOLY,1,0.01,RAMGOPOLY
BSE,bse_cm,SANGAMIND,514234,E,SANGAM (INDIA) LTD.,SANGAMIND,1,0.05,SANGAMIND
BSE,bse_cm,TTLEL,514236,E,TTL ENTERPRISES LIMITED,TTLEL,1,0.01,TTLEL
BSE,bse_cm,MKVENTURES,514238,E,MKVENTURES CAPITAL LIMITED,MKVENTURES,1,0.05,MKVENTURES
BSE,bse_cm,KUSHIND,514240,E,Kush Industries Limited,KUSHIND,1,0.01,KUSHIND
BSE,bse_cm,SRECR,514248,E,SREECHEM RESINS LTD.,SRECR,100,0.01,SRECR
BSE,bse_cm,SURBHIN,514260,E,SURBHI INDUSTRIES LTD.,SURBHIN,1,0.01,SURBHIN
BSE,bse_cm,SEASONST,514264,E,SEASONS TEXTILES LTD.,SEASONST,1,0.01,SEASONST
BSE,bse_cm,ZENIFIB,514266,E,ZENITH FIBRES LTD.,ZENIFIB,1,0.01,ZENIFIB
BSE,bse_cm,BHILSPIN,514272,E,BHILWARA SPINNERS LTD.,BHILSPIN,1,0.05,BHILSPIN
BSE,bse_cm,AARVEEDEN,514274,E,AARVEE DENIMS & EXPORTS LTD.,AARVEEDEN,1,0.05,AARVEEDEN
BSE,bse_cm,SANTETX,514280,E,SANRHEA TECHNICAL TEXTILES LTD,SANTETX,1,0.05,SANTETX
BSE,bse_cm,ASHIMASYN,514286,E,ASHIMA LTD.,ASHIMASYN,1,0.01,ASHIMASYN
BSE,bse_cm,PIONEEREMB,514300,E,PIONEER EMBROIDERIES LTD.,PIONEEREMB,1,0.01,PIONEEREMB
BSE,bse_cm,VIPPYSP,514302,E,VIPPY SPINPRO LTD.,VIPPYSP,1,0.05,VIPPYSP
BSE,bse_cm,JAIHINDS,514312,E,JAIHIND SYNTHETICS LTD.,JAIHINDS,1,0.01,JAIHINDS
BSE,bse_cm,RAGHUSYN,514316,E,RAGHUVIR SYNTHETICS LTD.,RAGHUSYN,1,0.05,RAGHUSYN
BSE,bse_cm,JATTAINDUS,514318,E,JATTASHANKAR INDUSTIES LTD.,JATTAINDUS,1,0.05,JATTAINDUS
BSE,bse_cm,KAMADGIRI,514322,E,KAMADGIRI FASHION LTD.,KAMADGIRI,1,0.01,KAMADGIRI
BSE,bse_cm,OMNITEX,514324,E,OMNITEX INDUSTRIES (INDIA) LTD,OMNITEX,1,0.05,OMNITEX
BSE,bse_cm,PATSPINLTD,514326,E,PATSPIN INDIA LTD.,PATSPINLTD,1,0.01,PATSPINLTD
BSE,bse_cm,ONEGLOBAL,514330,E,ONE GLOBAL SERVICE PROVIDER LI,ONEGLOBAL,1,0.05,ONEGLOBAL
BSE,bse_cm,NEOINFRA,514332,E,NEO INFRACON LTD.,NEOINFRA,1,0.01,NEOINFRA
BSE,bse_cm,GENESIS,514336,E,GENESIS IBRC INDIA LIMITED,GENESIS,1,0.01,GENESIS
BSE,bse_cm,WINSOME,514348,E,WINSOME YARNS LTD.,WINSOME,1,0.01,WINSOME
BSE,bse_cm,PREMIERPOL,514354,E,PREMIER POLYFILM LTD.,PREMIERPOL,1,0.01,PREMIERPOL
BSE,bse_cm,EVERFIN,514358,E,EVERLON FINANCIALS LIMITED,EVERFIN,1,0.05,EVERFIN
BSE,bse_cm,KRRAIL,514360,E,K&R RAIL ENGINEERING LIMITED,KRRAIL,1,0.05,KRRAIL
BSE,bse_cm,YARNSYN,514378,E,YARN SYNDICATE LTD.,YARNSYN,1,0.01,YARNSYN
BSE,bse_cm,GUJCOTEX,514386,E,GUJARAT COTEX LTD.,GUJCOTEX,1,0.01,GUJCOTEX
BSE,bse_cm,GARWSYN,514400,E,GARWARE SYNTHETICS LTD.,GARWSYN,1,0.01,GARWSYN
BSE,bse_cm,ECOHOTELS,514402,E,ECO HOTELS AND RESORTS LIMITED,ECOHOTELS,1,0.01,ECOHOTELS
BSE,bse_cm,SARUPINDUS,514412,E,SARUP INDUSTRIES LTD.,SARUPINDUS,1,0.01,SARUPINDUS
BSE,bse_cm,MANORG,514418,E,MANGALAM ORGANICS LIMITED,MANORG,1,0.05,MANORG
BSE,bse_cm,HINDADH,514428,E,HINDUSTAN ADHESIVES LTD.,HINDADH,1,0.05,HINDADH
BSE,bse_cm,BPAGRI,514440,E,Blue Pearl Agriventures Limite,BPAGRI,1,0.01,BPAGRI
BSE,bse_cm,SRIKPRIND,514442,E,SRI KPR INDUSTRIES LTD.,SRIKPRIND,1,0.01,SRIKPRIND
BSE,bse_cm,LSIND,514446,E,LS INDUSTRIES LTD.,LSIND,1,0.01,LSIND
BSE,bse_cm,JYOTIRES,514448,E,JYOTI RESINS & ADHESIVES LTD.,JYOTIRES,1,0.05,JYOTIRES
BSE,bse_cm,MHLXMIRU,514450,E,MAHALAXMI RUBTECH LTD.,MHLXMIRU,1,0.05,MHLXMIRU
BSE,bse_cm,SOUTLAT,514454,E,SOUTHERN LATEX LTD.,SOUTLAT,1,0.01,SOUTLAT
BSE,bse_cm,OSWAYRN,514460,E,OSWAL YARNS LTD.,OSWAYRN,1,0.01,OSWAYRN
BSE,bse_cm,WINSOMTX,514470,E,WINSOME TEXTILE INDUSTRIES LTD,WINSOMTX,1,0.01,WINSOMTX
BSE,bse_cm,MODINSU,515008,E,MODERN INSULATORS LTD.,MODINSU,1,0.01,MODINSU
BSE,bse_cm,REGENCERAM,515018,E,REGENCY CERAMICS LTD.,REGENCERAM,1,0.01,REGENCERAM
BSE,bse_cm,ASAHIINDIA,515030,E,ASAHI INDIA GLASS LTD.,ASAHIINDIA,1,0.05,ASAHIINDIA
BSE,bse_cm,MURUDCERA,515037,E,MURUDESHWAR CERAMICS LTD.,MURUDCERA,1,0.01,MURUDCERA
BSE,bse_cm,SAINTGOBAIN,515043,E,SAINT-GOBAIN SEKURIT INDIA LTD,SAINTGOBAIN,1,0.05,SAINTGOBAIN
BSE,bse_cm,ANANTRAJ,515055,E,ANANT RAJ LIMITED,ANANTRAJ,1,0.05,ANANTRAJ
BSE,bse_cm,MADHUDIN,515059,E,MADHUSUDAN INDUSTRIES LTD.,MADHUDIN,1,0.01,MADHUDIN
BSE,bse_cm,RESTILE,515085,E,RESTILE CERAMICS LTD.,RESTILE,1,0.01,RESTILE
BSE,bse_cm,MADHAV,515093,E,MADHAV MARBLES & GRANITES LTD.,MADHAV,1,0.01,MADHAV
BSE,bse_cm,RAMASIGNS,515127,E,Ramasigns Industries Limited,RAMASIGNS,1,0.01,RAMASIGNS
BSE,bse_cm,HINDNATGLS,515145,E,HINDUSTHAN NATIONAL GLASS & IN,HINDNATGLS,1,0.01,HINDNATGLS
BSE,bse_cm,HALDYNGL,515147,E,HALDYN GLASS LTD,HALDYNGL,1,0.01,HALDYNGL
BSE,bse_cm,DUROPLY,516003,E,DUROPLY INDUSTRIES LIMITED,DUROPLY,1,0.05,DUROPLY
BSE,bse_cm,SHREYANIND,516016,E,SHREYANS INDUSTRIES LTD.,SHREYANIND,1,0.05,SHREYANIND
BSE,bse_cm,AGIOPAPER,516020,E,AGIO PAPER & INDUSTRIES LTD.,AGIOPAPER,1,0.01,AGIOPAPER
BSE,bse_cm,STARPAPER,516022,E,STAR PAPER MILLS LTD.,STARPAPER,1,0.05,STARPAPER
BSE,bse_cm,PAKKA,516030,E,PAKKA LIMITED,PAKKA,1,0.05,PAKKA
BSE,bse_cm,TAHMARENT,516032,E,TAHMAR ENTERPRISES LIMITED,TAHMARENT,1,0.01,TAHMARENT
BSE,bse_cm,SOMAPPR,516038,E,SOMA PAPERS & INDUSTRIES LTD.,SOMAPPR,1,0.01,SOMAPPR
BSE,bse_cm,NATPLY,516062,E,NATIONAL PLYWOOD INDUSTRIES LT,NATPLY,1,0.01,NATPLY
BSE,bse_cm,ARROWGREEN,516064,E,Arrow Greentech Limited,ARROWGREEN,1,0.05,ARROWGREEN
BSE,bse_cm,VISHNU,516072,E,VISHNU CHEMICALS LTD.,VISHNU,1,0.05,VISHNU
BSE,bse_cm,JUMBO,516078,E,JUMBO BAG LTD.,JUMBO,1,0.01,JUMBO
BSE,bse_cm,NRAIL,516082,E,N.R.AGARWAL INDUSTRIES LTD.,NRAIL,1,0.05,NRAIL
BSE,bse_cm,3PLAND,516092,E,3P LAND HOLDINGS LTD.,3PLAND,1,0.01,3PLAND
BSE,bse_cm,SANPA,516096,E,SANGAL PAPERS LTD.,SANPA,1,0.05,SANPA
BSE,bse_cm,VENTURA,516098,E,VENTURA TEXTILES LTD.,VENTURA,1,0.01,VENTURA
BSE,bse_cm,SHKARTP,516106,E,SHREE KARTHIK PAPERS LTD.,SHKARTP,1,0.01,SHKARTP
BSE,bse_cm,STHINPA,516108,E,SOUTH INDIA PAPER MILLS LTD.,STHINPA,1,0.01,STHINPA
BSE,bse_cm,FAMILYCARE,516110,E,FAMILY CARE HOSPITALS LIMITED,FAMILYCARE,1,0.01,FAMILYCARE
BSE,bse_cm,VINDHYATEL,517015,E,VINDHYA TELELINKS LTD.,VINDHYATEL,1,0.05,VINDHYATEL
BSE,bse_cm,RIR,517035,E,RIR POWER ELECTRONICS LIMITED,RIR,1,0.05,RIR
BSE,bse_cm,ADORWELD,517041,E,ADOR WELDING LTD.,ADORWELD,1,0.05,ADORWELD
BSE,bse_cm,IDM,517044,E,INTERNATIONAL DATA MANAGEMENT,IDM,1,0.01,IDM
BSE,bse_cm,SALZERELEC,517059,E,SALZER ELECTRONICS LTD.,SALZERELEC,1,0.05,SALZERELEC
BSE,bse_cm,JETKINGQ,517063,E,JETKING INFOTRAIN LTD.,JETKINGQ,1,0.01,JETKINGQ
BSE,bse_cm,INDAGIV,517077,E,IND-AGIV COMMERCE LTD.,INDAGIV,1,0.05,INDAGIV
BSE,bse_cm,APLAB,517096,E,APLAB LTD.,APLAB,1,0.01,APLAB
BSE,bse_cm,PCS,517119,E,PCS TECHNOLOGY LTD.,PCS,1,0.01,PCS
BSE,bse_cm,USHAMART,517146,E,USHA MARTIN LTD.,USHAMART,1,0.05,USHAMART
BSE,bse_cm,SPELS,517166,E,SPEL SEMICONDUCTOR LTD.,SPELS,1,0.05,SPELS
BSE,bse_cm,SUBROS,517168,E,SUBROS LTD.,SUBROS,1,0.05,SUBROS
BSE,bse_cm,EDVENSWA,517170,E,Edvenswa Enterprises Limited,EDVENSWA,1,0.01,EDVENSWA
BSE,bse_cm,PERVASIVE,517172,E,Pervasive Commodities Limited,PERVASIVE,1,0.01,PERVASIVE
BSE,bse_cm,HONAUT,517174,E,HONEYWELL AUTOMATION INDIA LTD,HONAUT,1,0.05,HONAUT
BSE,bse_cm,SWITCHTE,517201,E,SWITCHING TECHNOLOGIES GUNTHER,SWITCHTE,1,0.01,SWITCHTE
BSE,bse_cm,LUMAXIND,517206,E,LUMAX INDUSTRIES LTD.,LUMAXIND,1,0.05,LUMAXIND
BSE,bse_cm,DIGISPICE,517214,E,DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE,1,0.01,DIGISPICE
BSE,bse_cm,CALCOM,517236,E,CALCOM VISION LTD.,CALCOM,1,0.01,CALCOM
BSE,bse_cm,DYNAVSN,517238,E,DYNAVISION LTD.,DYNAVSN,1,0.05,DYNAVSN
BSE,bse_cm,BCCFUBA,517246,E,BCC FUBA INDIA LTD.,BCCFUBA,1,0.01,BCCFUBA
BSE,bse_cm,PRECISIO,517258,E,PRECISION ELECTRONICS LTD.,PRECISIO,1,0.05,PRECISIO
BSE,bse_cm,FINELINE,517264,E,FINE-LINE CIRCUITS LTD.,FINELINE,1,0.05,FINELINE
BSE,bse_cm,HBLENGINE,517271,E,HBL ENGINEERING LIMITED,HBLENGINE,1,0.05,HBLENGINE
BSE,bse_cm,S&SPOWER,517273,E,S&S POWER SWITCHGEAR LTD.,S&SPOWER,1,0.05,S&SPOWER
BSE,bse_cm,GUJARATPOLY,517288,E,Gujarat Poly Electronics Limit,GUJARATPOLY,1,0.01,GUJARATPOLY
BSE,bse_cm,GIPCL,517300,E,GUJARAT INDUSTRIES POWER CO.LT,GIPCL,1,0.05,GIPCL
BSE,bse_cm,MAGNUS,517320,E,MAGNUS RETAIL LIMITED,MAGNUS,1,0.01,MAGNUS
BSE,bse_cm,CMICABLES,517330,E,CMI LTD.,CMICABLES,1,0.01,CMICABLES
BSE,bse_cm,MOTHERSON,517334,E,Samvardhana Motherson Internat,MOTHERSON,1,0.05,MOTHERSON
BSE,bse_cm,MINDTECK,517344,E,MINDTECK (INDIA) LTD.,MINDTECK,1,0.05,MINDTECK
BSE,bse_cm,HAVELLS,517354,E,HAVELLS INDIA LTD.,HAVELLS,1,0.05,HAVELLS
BSE,bse_cm,ACIIN,517356,E,ACI INFOCOM LTD.,ACIIN,1,0.01,ACIIN
BSE,bse_cm,SBECSYS,517360,E,SBEC SYSTEMS (INDIA) LTD.,SBECSYS,1,0.01,SBECSYS
BSE,bse_cm,INCAP,517370,E,INCAP LTD.,INCAP,1,0.01,INCAP
BSE,bse_cm,GUJINTRX,517372,E,GUJARAT INTRUX LTD.,GUJINTRX,1,0.05,GUJINTRX
BSE,bse_cm,IGARASHI,517380,E,IGARASHI MOTORS INDIA LTD.,IGARASHI,1,0.05,IGARASHI
BSE,bse_cm,SYMPHONY,517385,E,SYMPHONY LIMITED,SYMPHONY,1,0.05,SYMPHONY
BSE,bse_cm,VINTRON,517393,E,VINTRON INFORMATICS LTD.,VINTRON,1,0.01,VINTRON
BSE,bse_cm,PANELEC,517397,E,PAN ELECTRONICS INDIA LTD.,PANELEC,1,0.01,PANELEC
BSE,bse_cm,VXLINSTR,517399,E,VXL INSTRUMENTS LTD.,VXLINSTR,1,0.01,VXLINSTR
BSE,bse_cm,SHYAMTEL,517411,E,SHYAM TELECOM LTD.,SHYAMTEL,1,0.01,SHYAMTEL
BSE,bse_cm,LEENEE,517415,E,LEE & NEE SOFTWARES (EXPORTS),LEENEE,1,0.01,LEENEE
BSE,bse_cm,PATELSAI,517417,E,PATELS AIRTEMP (INDIA) LTD.,PATELSAI,1,0.05,PATELSAI
BSE,bse_cm,BUTTERFLY,517421,E,BUTTERFLY GANDHIMATHI APPLIANC,BUTTERFLY,1,0.05,BUTTERFLY
BSE,bse_cm,INTEGSW,517423,E,INTEGRA SWITCHGEAR LTD.,INTEGSW,1,0.05,INTEGSW
BSE,bse_cm,ATHENAGLO,517429,E,Athena Global Technologies Lim,ATHENAGLO,1,0.01,ATHENAGLO
BSE,bse_cm,NARMP,517431,E,NARMADA MACPLAST DRIP IRRIGATI,NARMP,1,0.05,NARMP
BSE,bse_cm,DUTRON,517437,E,DUTRON POLYMERS LTD.,DUTRON,1,0.05,DUTRON
BSE,bse_cm,RSSOFTWARE,517447,E,R.S.SOFTWARE INDIA LTD.,RSSOFTWARE,1,0.01,RSSOFTWARE
BSE,bse_cm,MAGNAELQ,517449,E,MAGNA ELECTRO CASTINGS LTD.,MAGNAELQ,1,0.05,MAGNAELQ
BSE,bse_cm,MARSONS,517467,E,MARSONS LIMITED,MARSONS,1,0.05,MARSONS
BSE,bse_cm,ELNET,517477,E,ELNET TECHNOLOGIES LTD.,ELNET,1,0.05,ELNET
BSE,bse_cm,ACCEL,517494,E,ACCEL LIMITED,ACCEL,1,0.01,ACCEL
BSE,bse_cm,WEBELSOLAR,517498,E,WEBSOL ENERGY SYSTEM LTD.,WEBELSOLAR,1,0.05,WEBELSOLAR
BSE,bse_cm,ROTO,517500,E,ROTO PUMPS LTD.,ROTO,1,0.05,ROTO
BSE,bse_cm,TTKPRESTIG,517506,E,TTK PRESTIGE LTD.,TTKPRESTIG,1,0.05,TTKPRESTIG
BSE,bse_cm,DHINDIA,517514,E,D&H INDIA LTD,DHINDIA,1,0.05,DHINDIA
BSE,bse_cm,RAJRATAN,517522,E,RAJRATAN GLOBAL WIRE LTD.,RAJRATAN,1,0.05,RAJRATAN
BSE,bse_cm,SURANAT&P,517530,E,SURANA TELECOM AND POWER LIMIT,SURANAT&P,1,0.01,SURANAT&P
BSE,bse_cm,ONWARDTEC,517536,E,ONWARD TECHNOLOGIES LTD.,ONWARDTEC,1,0.05,ONWARDTEC
BSE,bse_cm,CENTUM,517544,E,CENTUM ELECTRONICS LTD.,CENTUM,1,0.05,CENTUM
BSE,bse_cm,ALFATRAN,517546,E,ALFA TRANSFORMERS LTD.,ALFATRAN,1,0.01,ALFATRAN
BSE,bse_cm,NHCFOODS,517554,E,NHC FOODS LTD.,NHCFOODS,1,0.01,NHCFOODS
BSE,bse_cm,PVP,517556,E,PVP VENTURES LTD.,PVP,1,0.01,PVP
BSE,bse_cm,TRIGYN,517562,E,TRIGYN TECHNOLOGIES LTD.,TRIGYN,1,0.01,TRIGYN
BSE,bse_cm,CLENON,517564,E,CLENON ENTERPRISES LIMITED,CLENON,1,0.01,CLENON
BSE,bse_cm,KEI,517569,E,KEI INDUSTRIES LTD.,KEI,1,0.05,KEI
BSE,bse_cm,KEERTHI,518011,E,KEERTHI INDUSTRIES LTD.,KEERTHI,1,0.01,KEERTHI
BSE,bse_cm,SRICC,518053,E,Sri Chakra Cement Limited,SRICC,1,0.01,SRICC
BSE,bse_cm,SURAJ,518075,E,SURAJ PRODUCTS LTD.,SURAJ,1,0.05,SURAJ
BSE,bse_cm,APCL,518091,E,ANJANI PORTLAND CEMENT LTD.,APCL,1,0.05,APCL
BSE,bse_cm,MODINATUR,519003,E,MODI NATURALS LIMITED,MODINATUR,1,0.05,MODINATUR
BSE,bse_cm,PRSNTIN,519014,E,PRASHANT INDIA LTD.,PRSNTIN,1,0.01,PRSNTIN
BSE,bse_cm,SHAHFOOD,519031,E,SHAH FOODS LTD.,SHAHFOOD,1,0.05,SHAHFOOD
BSE,bse_cm,ZKHANDEN,519064,E,KHANDELWAL EXTRACTION LTD.,ZKHANDEN,1,0.01,ZKHANDEN
BSE,bse_cm,TASTYBITE,519091,E,TASTY BITE EATABLES LTD.,TASTYBITE,1,0.05,TASTYBITE
BSE,bse_cm,RITESHIN,519097,E,RITESH INTERNATIONAL LTD.,RITESHIN,1,0.01,RITESHIN
BSE,bse_cm,AVTNPL,519105,E,AVT NATURAL PRODUCTS LTD.,AVTNPL,1,0.01,AVTNPL
BSE,bse_cm,HNDFDS,519126,E,HINDUSTAN FOODS LTD.,HNDFDS,1,0.05,HNDFDS
BSE,bse_cm,NAHARINDUS,519136,E,NAHAR INDUSTRIAL ENTERPRISES L,NAHARINDUS,1,0.01,NAHARINDUS
BSE,bse_cm,VADILENT,519152,E,VADILAL ENTERPRISES LTD.,VADILENT,1,0.05,VADILENT
BSE,bse_cm,VADILALIND,519156,E,VADILAL INDUSTRIES LTD.,VADILALIND,1,0.05,VADILALIND
BSE,bse_cm,ASHAI,519174,E,ASHIANA AGRO INDUSTRIES LTD.,ASHAI,1,0.01,ASHAI
BSE,bse_cm,ADFFOODS,519183,E,ADF FOODS LTD.,ADFFOODS,1,0.05,ADFFOODS
BSE,bse_cm,RGRL,519191,E,Retro Green Revolution Limited,RGRL,1,0.01,RGRL
BSE,bse_cm,WILLIMFI,519214,E,WILLIAMSON FINANCIAL SERVICES,WILLIMFI,1,0.01,WILLIMFI
BSE,bse_cm,AJANTSOY,519216,E,AJANTA SOYA LTD.,AJANTSOY,1,0.01,AJANTSOY
BSE,bse_cm,WILLAMAGOR,519224,E,WILLIAMSON MAGOR & COMPANY LTD,WILLAMAGOR,1,0.01,WILLAMAGOR
BSE,bse_cm,KISAAN,519230,E,KISAAN PARIVAR INDUSTRIES LIMI,KISAAN,1,0.01,KISAAN
BSE,bse_cm,SIEL,519234,E,SUPERIOR INDUSTRIAL ENTERPRISE,SIEL,1,0.01,SIEL
BSE,bse_cm,SPTRSHI,519238,E,SAPTARISHI AGRO INDUSTRIES LTD,SPTRSHI,1,0.01,SPTRSHI
BSE,bse_cm,SRDAPRT,519242,E,SARDA PROTEINS LTD.,SRDAPRT,1,0.05,SRDAPRT
BSE,bse_cm,SANWARIA,519260,E,SANWARIA CONSUMER LIMITED,SANWARIA,1,0.01,SANWARIA
BSE,bse_cm,PRIMAGR,519262,E,PRIMA AGRO LTD.,PRIMAGR,1,0.01,PRIMAGR
BSE,bse_cm,MADHURIND,519279,E,MADHUR INDUSTRIES LTD.,MADHURIND,1,0.01,MADHURIND
BSE,bse_cm,TARAI,519285,E,TARAI FOODS LTD.,TARAI,1,0.01,TARAI
BSE,bse_cm,MODAIRY,519287,E,MODERN DAIRIES LTD.,MODAIRY,1,0.01,MODAIRY
BSE,bse_cm,BAMBINO,519295,E,BAMBINO AGRO INDUSTRIES LTD.,BAMBINO,1,0.05,BAMBINO
BSE,bse_cm,PRIMIND,519299,E,PRIME INDUSTRIES LTD.,PRIMIND,1,0.01,PRIMIND
BSE,bse_cm,VIKASWSP,519307,E,VIKAS WSP LTD.,VIKASWSP,1,0.01,VIKASWSP
BSE,bse_cm,VSFPROJ,519331,E,VSF PROJECTS LTD.,VSFPROJ,1,0.01,VSFPROJ
BSE,bse_cm,BANSTEA,519353,E,BANSISONS TEA INDUSTRIES LTD.,BANSTEA,100,0.01,BANSTEA
BSE,bse_cm,POONADAL,519359,E,POONA DAL & OIL INDUSTRIES LTD,POONADAL,1,0.01,POONADAL
BSE,bse_cm,TRANSFD,519367,E,TRANSGLOBE FOODS LTD.,TRANSFD,1,0.05,TRANSFD
BSE,bse_cm,ANIKINDS,519383,E,ANIK INDUSTRIES LTD.,ANIKINDS,1,0.05,ANIKINDS
BSE,bse_cm,SHINDL,519397,E,SHARAT INDUSTRIES LTD.,SHINDL,1,0.01,SHINDL
BSE,bse_cm,DATIWARE,519413,E,DATIWARE MARITIME INFRA LIMITE,DATIWARE,100,0.01,DATIWARE
BSE,bse_cm,KMGMILK,519415,E,KMG MILK FOOD LTD.,KMGMILK,100,0.01,KMGMILK
BSE,bse_cm,KSE,519421,E,KSE LTD.,KSE,1,0.05,KSE
BSE,bse_cm,PIONAGR,519439,E,PIONEER AGRO EXTRACTS LTD.,PIONAGR,1,0.01,PIONAGR
BSE,bse_cm,NARBADA,519455,E,NARBADA GEMS AND JEWELLERY LTD,NARBADA,1,0.01,NARBADA
BSE,bse_cm,VIRATCRA,519457,E,VIRAT CRANE INDUSTRIES LTD.,VIRATCRA,1,0.01,VIRATCRA
BSE,bse_cm,IBINFO,519463,E,IB INFOTECH ENTERPRISES LTD.,IBINFO,1,0.05,IBINFO
BSE,bse_cm,AMBARPIL,519471,E,Ambar Protein Industries Limit,AMBARPIL,1,0.05,AMBARPIL
BSE,bse_cm,CHORDIA,519475,E,CHORDIA FOOD PRODUCTS LTD.,CHORDIA,1,0.01,CHORDIA
BSE,bse_cm,CIANAGRO,519477,E,CIAN Agro Ind & Infra Ltd,CIANAGRO,1,0.05,CIANAGRO
BSE,bse_cm,OMEAG,519479,E,OMEGA AG-SEEDS (PUNJAB) LTD.,OMEAG,1,0.01,OMEAG
BSE,bse_cm,TAIIND,519483,E,TAI INDUSTRIES LTD.,TAIIND,1,0.01,TAIIND
BSE,bse_cm,NKIND,519494,E,N.K.INDUSTRIES LTD.,NKIND,1,0.01,NKIND
BSE,bse_cm,BKV,519500,E,BKV INDUSTRIES LTD.,BKV,1,0.01,BKV
BSE,bse_cm,NCCBLUE,519506,E,NCC BLUE WATER PRODUCTS LTD.,NCCBLUE,100,0.01,NCCBLUE
BSE,bse_cm,NORBTEAEXP,519528,E,NORBEN TEA & EXPORTS LTD.,NORBTEAEXP,1,0.01,NORBTEAEXP
BSE,bse_cm,ASIANTNE,519532,E,ASIAN TEA & EXPORTS LTD.,ASIANTNE,1,0.01,ASIANTNE
BSE,bse_cm,HERITGFOOD,519552,E,HERITAGE FOODS LIMITED,HERITGFOOD,1,0.05,HERITGFOOD
BSE,bse_cm,SIMRAN,519566,E,SIMRAN FARMS LTD.,SIMRAN,1,0.05,SIMRAN
BSE,bse_cm,HINDUST,519574,E,HINDUSTAN AGRIGENETICS LTD.,HINDUST,1,0.01,HINDUST
BSE,bse_cm,CCL,519600,E,CCL PRODUCTS (INDIA) LTD.,CCL,1,0.05,CCL
BSE,bse_cm,KELLTONTEC,519602,E,KELLTON TECH SOLUTIONS LTD.,KELLTONTEC,1,0.05,KELLTONTEC
BSE,bse_cm,SURFI,519604,E,SURYO FOODS & INDUSTRIES LTD.,SURFI,1,0.01,SURFI
BSE,bse_cm,INTEGFD,519606,E,INTEGRATED PROTEINS LTD.,INTEGFD,1,0.01,INTEGFD
BSE,bse_cm,MAHAANF,519612,E,MAHAAN FOODS LTD.,MAHAANF,1,0.01,MAHAANF
BSE,bse_cm,RICOAUTO,520008,E,RICO AUTO INDUSTRIES LTD.,RICOAUTO,1,0.01,RICOAUTO
BSE,bse_cm,OMAXAUTO,520021,E,OMAX AUTOS LTD.,OMAXAUTO,1,0.01,OMAXAUTO
BSE,bse_cm,MUNJALSHOW,520043,E,MUNJAL SHOWA LTD.,MUNJALSHOW,1,0.05,MUNJALSHOW
BSE,bse_cm,JAMNAAUTO,520051,E,JAMNA AUTO INDUSTRIES LTD.,JAMNAAUTO,1,0.01,JAMNAAUTO
BSE,bse_cm,TVSHLTD,520056,E,TVS Holdings Limited,TVSHLTD,1,0.05,TVSHLTD
BSE,bse_cm,JTEKTINDIA,520057,E,JTEKT India Ltd,JTEKTINDIA,1,0.05,JTEKTINDIA
